sample_id,herb_name,timestamp,quality_level,temperature_c,humidity_percent,ph_value,tds_ppm,uv_intensity,moisture_percent,color_r,color_g,color_b,SS_voltage,Cu_voltage,Zn_voltage,Ag_voltage,Pt_voltage
RAW-02511,Hing Powder,2025-06-24T13:58:56,medium,30.85,54.3,6.03,655.4,4.24,12.1,253,103,77,2.155,1.754,2.265,2.619,2.403
RAW-02512,Methi Seeds,2025-09-20T16:26:34,high,30.4,46.0,7.98,813.5,4.21,12.7,91,160,100,1.905,1.647,2.057,2.328,2.335
RAW-02513,Jeera Seeds,2025-06-21T16:35:01,high,27.62,53.8,7.56,297.5,4.06,23.7,164,241,197,1.444,1.168,1.681,2.173,1.836
RAW-02514,Honey,2025-07-16T15:23:46,low,29.23,74.1,5.82,1049.9,4.15,14.4,247,152,74,0.278,0.134,0.297,0.365,0.439
RAW-02515,Kalonji Seeds,2025-06-02T13:31:53,high,22.45,72.6,5.64,717.0,4.3,11.3,131,187,100,1.972,1.643,2.271,2.642,2.473
RAW-02516,Dhania Seeds,2025-08-18T17:48:50,high,22.58,49.4,5.43,208.7,4.92,13.5,195,65,233,1.231,0.852,1.444,1.767,1.521
RAW-02517,Dhania Seeds,2025-09-27T09:33:41,high,23.67,76.9,5.0,1395.9,2.59,19.5,180,185,182,1.142,0.842,1.432,1.844,1.526
RAW-02518,Methi Seeds,2025-06-19T08:45:17,high,25.37,75.2,7.64,402.0,1.56,10.9,68,219,238,1.845,1.597,1.996,2.221,2.094
RAW-02519,Neem Leaves,2025-06-04T08:03:58,high,30.93,82.8,6.46,1408.8,0.1,12.9,96,169,66,2.279,1.897,2.664,3.114,2.825
RAW-02520,Honey,2025-07-20T09:01:34,high,24.09,63.8,6.16,794.3,3.19,16.5,73,156,93,0.404,0.117,0.326,0.526,0.693
RAW-02521,Tejpatta Leaves,2025-08-22T12:48:46,high,28.78,76.7,7.42,1466.4,1.45,17.8,84,249,83,1.78,1.478,2.015,2.297,2.117
RAW-02522,Kalonji Seeds,2025-06-03T17:17:17,high,31.16,45.8,6.29,564.0,3.56,23.9,133,142,116,1.867,1.655,2.094,2.581,2.305
RAW-02523,Turmeric Powder,2025-07-30T08:25:19,low,23.94,68.5,5.81,1164.8,1.33,22.0,183,199,163,1.216,1.013,1.592,1.682,1.622
RAW-02524,Hing Powder,2025-08-13T15:53:45,high,18.04,46.1,6.82,1450.6,1.05,20.8,181,134,74,2.566,2.175,2.776,3.072,2.814
RAW-02525,Pudina Leaves,2025-08-21T08:52:34,medium,30.16,75.2,5.91,378.3,2.0,22.1,69,83,122,1.484,1.203,1.735,2.025,1.721
RAW-02526,Ginger Root,2025-09-06T10:56:55,low,29.47,47.5,7.64,1426.5,2.78,13.2,160,148,188,1.105,0.822,1.331,1.493,1.483
RAW-02527,Ajwain Seeds,2025-06-15T12:56:26,medium,26.59,46.8,5.99,93.7,0.11,23.4,239,164,109,1.69,1.419,1.945,2.254,2.038
RAW-02528,Mulethi Root,2025-06-01T16:30:39,high,18.77,70.9,8.14,1201.6,4.02,15.4,193,153,128,0.664,0.298,0.798,1.157,0.979
RAW-02529,Mulethi Root,2025-08-09T08:47:12,low,29.17,50.0,7.99,639.9,0.92,21.9,250,100,170,0.57,0.328,0.578,0.979,0.743
RAW-02530,Brahmi Leaves,2025-07-08T14:08:59,high,22.88,52.1,4.64,520.9,2.19,19.9,116,163,154,1.462,1.178,1.73,2.035,1.757
RAW-02531,Turmeric Powder,2025-09-11T09:13:09,high,19.78,78.4,4.99,529.2,1.51,10.9,220,54,177,1.714,1.387,2.018,2.389,2.089
RAW-02532,Brahmi Leaves,2025-09-08T12:59:22,medium,21.76,82.7,5.8,650.9,3.06,14.7,122,143,216,1.154,1.02,1.521,1.729,1.555
RAW-02533,Neem Leaves,2025-08-18T12:21:16,medium,25.6,53.7,4.91,300.7,0.29,20.4,62,162,197,1.994,1.743,2.413,2.724,2.595
RAW-02534,Hing Powder,2025-06-15T15:29:35,high,23.34,47.4,7.32,304.3,2.37,12.1,51,113,143,2.345,2.086,2.627,2.931,2.791
RAW-02535,Methi Seeds,2025-08-05T12:28:34,high,28.95,68.1,7.72,657.8,1.51,13.5,235,101,206,1.877,1.673,2.16,2.449,2.222
RAW-02536,Ginger Root,2025-08-07T08:48:20,medium,28.79,68.1,4.65,850.5,0.65,24.5,249,142,128,1.092,0.89,1.377,1.632,1.46
RAW-02537,Shatavari Root,2025-08-13T15:52:26,high,24.44,58.4,8.45,1332.4,4.76,10.7,118,223,225,1.119,0.742,1.383,1.556,1.486
RAW-02538,Shatavari Root,2025-06-16T11:11:14,medium,31.47,58.9,5.51,647.0,2.13,16.9,100,72,99,1.028,0.637,1.211,1.474,1.217
RAW-02539,Jeera Seeds,2025-08-02T12:57:47,medium,19.62,58.3,6.71,1483.9,2.15,16.4,161,61,64,1.186,0.929,1.437,1.684,1.48
RAW-02540,Dhania Seeds,2025-08-11T11:26:36,high,29.62,50.1,7.92,803.1,1.28,11.4,221,123,250,1.181,0.813,1.565,1.691,1.548
RAW-02541,Elaichi Seeds,2025-09-14T13:45:57,high,30.57,78.6,7.68,293.1,1.95,20.0,155,168,151,1.3,0.997,1.572,1.85,1.764
RAW-02542,Ashwagandha Root,2025-09-23T14:58:51,medium,18.68,74.4,5.9,541.4,3.61,14.8,224,100,77,1.739,1.412,1.96,2.329,2.263
RAW-02543,Ajwain Seeds,2025-08-13T11:14:37,medium,20.87,63.7,8.35,1054.7,2.18,10.3,79,56,217,1.657,1.358,1.936,2.249,2.048
RAW-02544,Ginger Root,2025-06-14T14:02:25,medium,30.77,65.2,5.2,823.4,0.19,10.6,162,56,91,1.15,0.846,1.419,1.632,1.544
RAW-02545,Ashwagandha Root,2025-06-04T10:42:17,high,23.11,78.0,8.07,783.8,2.88,19.7,53,205,88,1.934,1.698,2.183,2.576,2.424
RAW-02546,Tulsi Leaves,2025-08-11T10:47:44,medium,27.61,58.9,4.86,1158.6,2.88,22.4,160,185,53,1.056,0.625,1.361,1.816,1.51
RAW-02547,Curry Leaves,2025-09-10T15:08:40,medium,25.69,69.4,4.95,859.0,1.31,13.1,194,193,203,1.36,1.039,1.547,1.9,1.604
RAW-02548,Curry Leaves,2025-09-02T17:36:13,high,27.49,80.4,6.86,469.9,2.74,20.7,128,73,140,1.525,1.374,1.812,2.207,2.043
RAW-02549,Tejpatta Leaves,2025-08-06T17:11:40,low,24.71,70.8,5.61,570.0,3.15,19.9,170,59,227,1.26,1.1,1.479,1.64,1.576
RAW-02550,Amla Fruit,2025-08-19T08:46:57,high,23.43,55.8,5.11,574.1,0.56,22.7,69,246,240,1.813,1.473,2.121,2.518,2.161
RAW-02551,Amla Fruit,2025-07-10T14:21:36,high,28.57,62.0,5.24,113.0,4.03,12.9,102,78,188,1.694,1.489,2.089,2.426,2.345
RAW-02552,Amla Fruit,2025-08-19T15:56:43,high,27.8,57.7,5.92,176.3,1.31,15.3,144,198,217,1.692,1.368,2.081,2.319,2.198
RAW-02553,Kalonji Seeds,2025-08-12T12:08:09,high,26.62,70.8,6.29,701.2,2.95,13.9,171,169,60,1.879,1.632,2.125,2.461,2.279
RAW-02554,Pudina Leaves,2025-08-02T17:30:31,high,20.7,58.6,5.62,820.7,3.79,21.9,159,168,220,1.501,1.238,1.815,2.07,1.795
RAW-02555,Ashwagandha Root,2025-07-18T17:29:42,medium,25.0,45.1,7.68,1186.8,3.7,19.0,227,135,66,1.804,1.585,2.088,2.469,2.208
RAW-02556,Dhania Seeds,2025-06-05T14:16:33,medium,24.95,81.9,7.47,1308.6,3.69,16.9,235,125,77,1.327,0.898,1.4,1.718,1.524
RAW-02557,Tulsi Leaves,2025-06-09T17:48:32,high,30.0,83.1,7.92,1237.8,1.4,16.1,132,70,253,1.264,0.884,1.637,2.331,1.934
RAW-02558,Turmeric Powder,2025-07-17T14:11:01,medium,28.95,81.9,7.79,1090.9,0.38,13.2,181,227,105,1.235,0.996,1.624,1.788,1.71
RAW-02559,Giloy Stems,2025-06-08T15:06:39,low,30.38,65.7,5.7,643.5,3.59,12.4,233,111,189,1.221,0.947,1.347,1.743,1.546
RAW-02560,Amla Fruit,2025-06-14T13:24:21,high,31.12,78.4,5.21,416.1,2.95,16.2,66,170,130,1.67,1.453,2.055,2.407,2.201
RAW-02561,Curry Leaves,2025-09-09T13:57:24,high,23.5,83.0,8.12,1375.2,4.6,12.7,234,218,200,1.76,1.497,2.111,2.38,2.215
RAW-02562,Hing Powder,2025-07-18T17:07:47,high,24.38,46.4,6.49,991.7,1.22,23.5,241,216,56,2.458,2.184,2.767,3.095,2.92
RAW-02563,Hing Powder,2025-06-09T13:17:30,high,23.59,48.0,8.26,426.8,2.87,15.6,144,238,50,2.243,2.04,2.633,2.848,2.786
RAW-02564,Giloy Stems,2025-07-28T08:36:23,medium,25.76,58.8,7.68,824.8,4.55,22.6,140,183,188,1.436,1.21,1.63,2.018,1.943
RAW-02565,Shatavari Root,2025-09-03T15:47:28,low,18.08,79.8,7.07,902.1,2.62,20.9,115,87,88,0.813,0.608,1.022,1.379,1.076
RAW-02566,Elaichi Seeds,2025-06-28T17:48:28,medium,23.57,68.3,4.89,279.1,3.94,10.4,250,200,190,1.141,0.953,1.447,1.754,1.608
RAW-02567,Triphala Powder,2025-08-08T15:29:55,high,29.36,53.8,6.26,520.1,1.61,17.3,132,162,52,1.861,1.595,2.126,2.524,2.342
RAW-02568,Mulethi Root,2025-09-10T11:34:07,medium,25.09,77.9,5.76,278.8,3.72,20.5,51,73,123,0.649,0.364,0.805,1.038,0.855
RAW-02569,Turmeric Powder,2025-06-08T12:02:32,high,21.67,74.5,6.28,1011.6,4.65,10.0,92,175,84,1.671,1.333,1.925,2.345,2.054
RAW-02570,Arjuna Bark,2025-09-10T13:49:53,medium,23.48,64.5,5.43,957.3,0.59,18.9,51,189,205,1.902,1.611,2.205,2.474,2.351
RAW-02571,Brahmi Leaves,2025-08-31T10:43:58,medium,18.03,70.4,7.66,456.1,0.67,10.4,108,187,153,1.509,1.107,1.775,1.866,1.805
RAW-02572,Ginger Root,2025-08-11T17:57:43,high,20.95,48.8,4.8,318.5,4.27,13.2,103,53,97,1.358,1.075,1.688,1.981,1.873
RAW-02573,Kalonji Seeds,2025-06-01T12:16:33,medium,29.86,57.7,7.35,1488.7,0.97,16.3,177,221,94,1.837,1.504,2.08,2.273,2.14
RAW-02574,Giloy Stems,2025-06-18T10:19:32,medium,19.14,61.0,6.94,1290.2,4.08,17.9,160,140,237,1.416,1.089,1.667,2.089,1.801
RAW-02575,Ajwain Seeds,2025-09-20T11:22:08,high,30.3,82.3,5.0,798.9,0.66,14.6,152,203,207,1.761,1.417,2.069,2.429,2.177
RAW-02576,Ashwagandha Root,2025-06-18T14:45:46,high,20.67,49.2,5.66,1323.0,1.6,16.3,168,55,206,2.002,1.776,2.409,2.747,2.44
RAW-02577,Triphala Powder,2025-08-13T15:44:39,high,21.66,52.8,5.41,740.0,0.77,15.8,59,167,122,2.022,1.773,2.389,2.864,2.636
RAW-02578,Triphala Powder,2025-06-14T11:53:39,high,23.29,60.4,5.0,1237.3,1.96,20.8,66,230,196,1.984,1.627,2.233,2.646,2.516
RAW-02579,Ajwain Seeds,2025-07-22T08:33:42,high,22.26,57.1,6.63,137.1,2.46,14.9,166,69,173,1.908,1.544,2.119,2.501,2.346
RAW-02580,Shankhpushpi,2025-06-20T08:09:24,high,26.86,80.7,5.11,1051.2,4.58,20.1,238,131,149,1.46,1.071,1.716,1.853,1.801
RAW-02581,Ashwagandha Root,2025-06-02T10:27:44,high,23.25,62.5,7.25,152.0,4.81,17.8,149,195,179,2.056,1.749,2.339,2.723,2.472
RAW-02582,Amla Fruit,2025-09-20T09:38:17,high,27.39,47.2,4.91,866.9,4.19,10.8,231,85,235,1.678,1.439,2.224,2.398,2.269
RAW-02583,Brahmi Leaves,2025-08-06T15:29:03,high,26.03,80.4,4.62,1420.5,0.38,19.6,80,149,107,1.49,1.234,1.794,2.305,1.933
RAW-02584,Shatavari Root,2025-07-24T17:26:29,low,21.41,84.4,7.85,1217.9,2.15,24.0,157,64,228,0.911,0.598,0.975,1.324,1.14
RAW-02585,Shatavari Root,2025-08-20T09:40:31,high,26.13,45.4,7.85,92.5,2.89,21.1,190,247,159,1.077,0.784,1.448,1.647,1.436
RAW-02586,Ashwagandha Root,2025-09-22T11:44:42,high,20.06,63.7,6.22,1115.2,1.45,23.1,125,122,56,2.169,1.878,2.4,2.953,2.728
RAW-02587,Pudina Leaves,2025-06-22T10:37:23,high,26.41,83.4,4.66,1367.4,0.91,18.7,203,105,135,1.768,1.353,1.974,2.249,2.066
RAW-02588,Amla Fruit,2025-09-23T16:40:24,high,31.07,66.1,6.37,1341.6,2.58,17.2,238,103,84,1.884,1.504,2.189,2.551,2.232
RAW-02589,Tejpatta Leaves,2025-07-04T14:00:08,low,23.02,52.3,7.28,246.5,1.54,16.7,77,53,181,1.236,1.006,1.504,1.608,1.497
RAW-02590,Curry Leaves,2025-08-26T17:46:41,medium,29.49,76.3,7.89,1351.6,3.29,12.6,141,143,194,1.515,1.131,1.69,1.967,1.783
RAW-02591,Honey,2025-07-09T10:05:03,high,22.88,78.2,5.29,100.9,0.24,19.9,122,147,204,0.413,0.252,0.265,0.539,0.594
RAW-02592,Neem Leaves,2025-06-27T08:51:44,high,28.07,66.2,6.87,1169.9,1.82,12.0,201,177,72,2.369,2.176,2.768,3.265,3.14
RAW-02593,Shankhpushpi,2025-07-26T13:28:19,high,28.78,73.7,6.49,1093.3,1.82,21.0,151,242,168,1.314,0.928,1.615,1.928,1.563
RAW-02594,Ginger Root,2025-09-12T09:56:21,low,25.49,46.4,4.8,244.4,3.29,24.7,56,191,192,0.947,0.79,1.195,1.34,1.38
RAW-02595,Pudina Leaves,2025-09-16T12:08:57,high,30.95,67.2,5.89,1120.9,0.19,19.7,109,212,194,1.696,1.384,1.952,2.256,2.089
RAW-02596,Honey,2025-06-04T14:47:17,high,20.08,76.8,7.14,1462.0,1.3,12.2,199,133,200,0.422,0.208,0.331,0.545,0.642
RAW-02597,Shankhpushpi,2025-08-25T14:49:22,low,26.14,84.4,5.58,52.5,1.77,21.1,174,202,232,1.061,0.771,1.312,1.459,1.406
RAW-02598,Arjuna Bark,2025-06-08T10:12:25,high,25.33,45.1,7.57,109.7,4.06,14.0,79,177,121,2.129,1.734,2.381,2.731,2.701
RAW-02599,Curry Leaves,2025-09-02T11:40:28,high,27.02,53.2,6.66,620.3,1.3,15.1,61,222,201,1.648,1.339,1.918,2.303,2.083
RAW-02600,Tejpatta Leaves,2025-08-18T15:22:24,high,20.55,82.5,6.66,1291.5,0.92,14.1,120,209,155,1.782,1.469,1.983,2.35,2.156
RAW-02601,Hing Powder,2025-06-18T13:58:28,high,19.22,53.8,6.48,98.3,0.93,16.1,86,150,98,2.336,2.014,2.629,2.935,2.716
RAW-02602,Curry Leaves,2025-07-28T17:28:14,high,31.89,66.0,4.72,283.2,2.98,15.2,136,195,228,1.795,1.397,2.132,2.388,2.202
RAW-02603,Shankhpushpi,2025-08-14T14:13:47,medium,21.46,64.4,5.46,1235.6,2.42,19.4,202,192,164,1.073,0.719,1.252,1.624,1.358
RAW-02604,Amla Fruit,2025-06-27T12:13:44,medium,26.05,49.6,7.84,805.0,4.91,16.0,210,72,121,1.577,1.314,1.979,2.244,2.008
RAW-02605,Ashwagandha Root,2025-07-17T13:46:00,high,27.26,72.1,5.78,51.2,3.22,11.1,181,78,194,2.144,1.899,2.521,2.927,2.785
RAW-02606,Ashwagandha Root,2025-07-18T12:22:47,high,22.82,59.9,8.14,1380.2,1.39,11.3,192,106,119,1.985,1.727,2.399,2.802,2.538
RAW-02607,Ashwagandha Root,2025-06-20T11:09:06,medium,21.79,50.9,6.71,479.2,1.39,11.6,126,111,122,1.81,1.574,2.104,2.359,2.362
RAW-02608,Brahmi Leaves,2025-08-17T13:01:30,high,28.75,62.8,5.36,1444.7,2.48,15.5,92,55,141,1.471,1.101,1.733,2.074,1.867
RAW-02609,Mulethi Root,2025-06-11T16:26:11,high,18.96,82.6,4.52,1198.4,1.4,13.6,153,162,106,0.653,0.43,0.882,1.109,1.03
RAW-02610,Kalonji Seeds,2025-09-05T13:41:31,low,19.96,53.5,5.85,683.4,4.79,17.3,96,66,135,1.596,1.308,1.875,1.964,1.901
RAW-02611,Mulethi Root,2025-07-26T14:06:00,high,24.62,68.7,6.92,1308.6,2.39,20.8,212,187,80,0.622,0.421,0.919,1.294,0.991
RAW-02612,Brahmi Leaves,2025-06-06T08:56:09,high,29.69,49.9,5.88,654.2,3.62,23.9,136,83,250,1.57,1.134,1.683,2.029,1.931
RAW-02613,Pudina Leaves,2025-07-20T12:48:41,medium,25.4,65.8,4.55,386.2,0.24,16.7,242,190,108,1.497,1.156,1.772,2.083,1.894
RAW-02614,Tejpatta Leaves,2025-09-12T11:02:19,low,23.73,83.5,6.2,867.4,3.84,12.6,191,190,238,1.292,1.044,1.388,1.698,1.463
RAW-02615,Giloy Stems,2025-07-23T15:29:39,low,19.09,57.1,5.11,1455.4,1.69,17.4,247,185,135,1.167,0.914,1.363,1.55,1.477
RAW-02616,Brahmi Leaves,2025-08-17T16:12:49,high,31.36,75.7,5.77,213.2,3.37,19.9,211,54,254,1.56,1.208,1.975,2.255,1.979
RAW-02617,Elaichi Seeds,2025-09-08T08:42:58,medium,26.06,66.0,4.71,1022.8,3.46,20.4,63,243,243,1.151,0.828,1.333,1.596,1.377
RAW-02618,Brahmi Leaves,2025-09-06T12:24:54,high,28.82,55.5,5.62,418.6,1.71,23.9,240,157,164,1.502,1.186,1.761,2.144,1.89
RAW-02619,Ajwain Seeds,2025-08-14T09:36:27,low,24.01,72.2,4.74,682.4,2.24,16.3,102,181,196,1.174,1.095,1.367,1.543,1.498
RAW-02620,Tejpatta Leaves,2025-08-17T13:58:18,low,30.7,59.5,7.51,105.7,3.64,10.6,213,58,212,1.243,1.025,1.432,1.633,1.473
RAW-02621,Hing Powder,2025-07-22T13:25:36,high,20.43,65.7,6.38,1383.6,4.94,23.6,81,253,250,2.357,2.01,2.588,2.916,2.667
RAW-02622,Shatavari Root,2025-06-13T09:19:13,low,25.15,54.2,7.51,706.7,2.91,21.6,100,69,86,0.703,0.597,1.052,1.208,1.182
RAW-02623,Curry Leaves,2025-06-21T15:09:35,medium,23.75,69.1,8.29,350.1,4.87,13.5,243,197,55,1.436,1.174,1.722,2.031,1.881
RAW-02624,Hing Powder,2025-06-07T14:32:09,high,23.39,74.1,7.34,1240.3,3.72,10.5,215,58,137,2.494,2.201,2.722,3.098,2.88
RAW-02625,Kalonji Seeds,2025-07-12T14:26:07,medium,25.37,66.6,5.7,381.5,1.63,16.0,240,110,223,1.788,1.447,2.052,2.252,2.101
RAW-02626,Tejpatta Leaves,2025-08-28T10:18:31,low,26.64,61.5,5.8,693.7,1.69,21.4,190,71,187,1.321,1.179,1.48,1.626,1.548
RAW-02627,Tulsi Leaves,2025-07-14T15:58:07,high,18.3,60.0,6.94,699.0,2.35,25.0,64,161,248,1.154,0.776,1.435,2.134,1.794
RAW-02628,Honey,2025-07-27T08:52:55,high,29.64,77.9,5.33,134.5,2.66,23.1,64,138,65,0.463,0.126,0.243,0.621,0.634
RAW-02629,Brahmi Leaves,2025-07-17T13:57:12,high,27.42,46.5,8.08,262.1,3.11,21.3,63,123,68,1.438,1.213,1.866,2.023,1.875
RAW-02630,Shatavari Root,2025-07-18T13:34:05,medium,29.16,68.6,7.48,1483.3,4.62,19.2,102,165,93,0.889,0.647,1.163,1.508,1.229
RAW-02631,Hing Powder,2025-09-21T12:14:07,high,22.1,50.0,7.46,1480.9,3.31,13.7,242,157,174,2.368,2.06,2.688,3.05,2.786
RAW-02632,Elaichi Seeds,2025-06-14T15:05:40,high,29.5,51.5,8.48,482.2,1.62,18.5,198,244,111,1.332,0.964,1.617,1.9,1.705
RAW-02633,Honey,2025-09-14T17:08:26,high,26.55,75.9,4.57,969.8,3.03,17.1,160,223,158,0.418,0.155,0.375,0.413,0.557
RAW-02634,Elaichi Seeds,2025-08-24T12:38:29,high,26.58,68.1,7.62,504.5,1.83,15.3,183,118,80,1.353,1.136,1.689,1.935,1.795
RAW-02635,Shankhpushpi,2025-06-03T17:29:18,low,31.91,48.2,5.26,416.6,1.65,12.0,203,190,211,1.111,0.819,1.304,1.501,1.283
RAW-02636,Triphala Powder,2025-07-03T12:35:14,high,20.58,63.1,4.84,543.8,3.9,10.7,75,192,183,1.917,1.646,2.281,2.679,2.494
RAW-02637,Shatavari Root,2025-07-13T17:12:15,high,21.29,48.4,6.55,1309.6,1.82,21.7,175,156,107,1.133,0.796,1.413,1.787,1.566
RAW-02638,Ashwagandha Root,2025-06-28T08:10:45,high,30.28,49.0,5.1,915.2,1.03,13.4,237,205,204,2.031,1.647,2.258,2.736,2.457
RAW-02639,Dhania Seeds,2025-07-17T08:43:49,high,29.89,68.2,7.21,825.1,0.32,20.5,132,68,111,1.221,0.881,1.432,1.722,1.486
RAW-02640,Kalonji Seeds,2025-07-08T08:00:10,high,23.43,57.8,7.04,691.0,4.86,15.6,173,127,182,1.936,1.734,2.195,2.653,2.296
RAW-02641,Triphala Powder,2025-06-01T11:01:42,high,29.31,83.3,8.06,152.5,1.13,19.4,190,132,147,2.0,1.674,2.38,2.733,2.512
RAW-02642,Shankhpushpi,2025-09-17T11:19:40,medium,28.83,56.7,5.63,1076.6,2.61,17.7,181,163,211,1.203,0.885,1.447,1.565,1.457
RAW-02643,Ginger Root,2025-08-30T13:19:45,high,21.28,46.7,5.16,352.5,3.87,19.4,134,235,144,1.396,1.032,1.62,2.019,1.809
RAW-02644,Dhania Seeds,2025-09-25T15:32:10,high,19.99,58.5,7.27,507.5,1.8,13.4,81,249,219,1.171,0.824,1.512,1.733,1.52
RAW-02645,Tulsi Leaves,2025-07-09T13:03:34,high,19.51,55.6,7.44,312.1,0.48,24.5,53,237,98,1.31,0.763,1.695,2.241,1.754
RAW-02646,Ashwagandha Root,2025-09-09T16:29:20,high,27.65,49.3,5.61,1097.1,4.04,17.0,176,180,86,1.983,1.777,2.314,2.641,2.465
RAW-02647,Brahmi Leaves,2025-09-24T11:10:18,medium,23.3,55.7,5.39,1427.3,1.79,10.9,106,140,243,1.444,1.196,1.715,1.934,1.798
RAW-02648,Triphala Powder,2025-08-11T16:12:51,medium,22.74,72.5,6.86,1118.1,0.4,24.0,228,174,239,1.626,1.347,1.884,2.2,2.073
RAW-02649,Honey,2025-09-03T15:26:07,high,19.64,79.5,5.86,295.2,0.17,10.9,83,167,171,0.477,0.237,0.301,0.453,0.652
RAW-02650,Shankhpushpi,2025-09-26T17:19:54,high,23.45,48.4,4.52,433.6,4.09,19.2,52,92,214,1.324,0.867,1.561,1.898,1.653
RAW-02651,Tulsi Leaves,2025-06-25T11:57:36,high,31.02,53.7,6.64,1136.6,1.72,12.2,173,67,240,1.217,0.809,1.497,2.046,1.704
RAW-02652,Ajwain Seeds,2025-08-10T10:38:01,medium,26.53,63.9,5.97,223.6,4.75,14.0,94,206,168,1.533,1.154,1.718,2.092,1.836
RAW-02653,Giloy Stems,2025-09-18T09:47:11,high,19.1,64.0,7.85,236.6,2.62,15.7,224,166,63,1.544,1.367,2.008,2.387,2.106
RAW-02654,Giloy Stems,2025-07-06T13:31:53,high,29.19,78.9,7.21,1470.4,3.68,13.7,87,219,154,1.689,1.363,1.96,2.332,2.115
RAW-02655,Dalchini Bark,2025-06-17T08:09:36,high,20.12,75.1,5.69,219.9,0.35,22.8,117,59,171,1.352,1.155,1.782,2.143,1.91
RAW-02656,Ashwagandha Root,2025-08-06T09:52:42,high,28.45,48.2,7.83,302.8,3.21,13.4,56,78,186,2.046,1.776,2.372,2.856,2.582
RAW-02657,Dhania Seeds,2025-08-17T15:50:33,medium,26.76,65.4,6.74,1129.5,1.56,24.2,93,229,66,0.9,0.704,1.333,1.45,1.368
RAW-02658,Ashwagandha Root,2025-06-23T08:28:24,low,27.29,76.6,4.96,1451.1,2.03,23.9,154,252,209,1.603,1.269,1.775,2.204,1.973
RAW-02659,Brahmi Leaves,2025-07-27T11:33:46,high,19.7,65.2,5.91,716.7,2.53,12.4,232,52,173,1.413,1.275,1.749,2.107,1.807
RAW-02660,Ajwain Seeds,2025-06-14T10:59:53,medium,19.75,49.7,5.69,633.8,3.45,24.8,144,72,171,1.599,1.359,1.942,2.077,1.982
RAW-02661,Tejpatta Leaves,2025-06-27T10:12:54,medium,19.75,64.2,4.71,568.7,0.45,12.4,116,253,88,1.616,1.37,1.894,2.031,1.942
RAW-02662,Methi Seeds,2025-08-30T08:45:35,low,28.49,61.1,8.48,296.6,2.06,22.5,103,173,149,1.555,1.299,1.692,1.853,1.703
RAW-02663,Dhania Seeds,2025-06-24T09:17:48,low,29.7,55.8,5.82,317.9,3.25,20.5,78,104,143,0.835,0.654,1.113,1.255,1.162
RAW-02664,Arjuna Bark,2025-08-24T16:48:11,high,18.5,78.3,4.5,371.2,4.91,21.2,200,139,136,2.17,1.881,2.491,2.711,2.532
RAW-02665,Mulethi Root,2025-07-17T15:32:24,low,18.15,84.6,4.52,298.9,2.83,22.8,236,217,133,0.363,0.262,0.658,0.994,0.764
RAW-02666,Mulethi Root,2025-07-02T10:27:22,high,19.57,56.2,5.14,344.5,3.94,16.6,222,221,79,0.672,0.417,1.018,1.144,0.926
RAW-02667,Pudina Leaves,2025-06-19T13:16:36,high,24.8,72.6,5.08,1298.5,0.19,12.5,161,192,114,1.534,1.322,1.873,2.061,1.94
RAW-02668,Amla Fruit,2025-07-11T15:14:48,low,26.22,83.0,7.62,977.0,3.43,16.5,202,105,88,1.409,1.217,1.536,1.95,1.829
RAW-02669,Methi Seeds,2025-09-02T12:32:33,high,31.3,56.1,7.37,133.5,2.65,12.3,252,101,189,1.826,1.644,2.107,2.394,2.285
RAW-02670,Tulsi Leaves,2025-08-23T13:33:22,low,20.94,63.6,6.28,740.9,1.94,23.2,113,193,98,0.903,0.544,1.074,1.516,1.325
RAW-02671,Kalonji Seeds,2025-06-27T13:39:08,high,25.63,67.6,7.97,1117.7,3.87,11.4,248,248,70,1.907,1.55,2.245,2.495,2.347
RAW-02672,Mulethi Root,2025-07-15T12:04:04,high,25.36,45.1,8.1,1436.5,4.65,21.6,195,192,252,0.714,0.36,0.868,1.19,1.039
RAW-02673,Curry Leaves,2025-07-11T17:08:52,medium,22.22,66.6,7.0,1340.2,1.25,18.4,109,179,250,1.528,1.22,1.918,2.091,1.911
RAW-02674,Dalchini Bark,2025-06-05T17:51:40,medium,30.52,75.4,6.23,496.6,1.49,21.4,214,242,67,1.087,0.998,1.6,1.766,1.661
RAW-02675,Amla Fruit,2025-08-21T10:53:53,low,20.26,55.5,6.63,610.1,3.32,16.7,189,144,171,1.092,0.984,1.499,1.64,1.543
RAW-02676,Amla Fruit,2025-07-25T12:53:46,low,29.04,52.8,6.05,818.9,0.81,23.9,205,128,68,1.221,0.988,1.485,1.66,1.453
RAW-02677,Pudina Leaves,2025-08-31T11:46:46,high,25.09,67.4,6.49,1469.8,2.34,18.2,204,67,194,1.59,1.369,1.831,2.216,2.009
RAW-02678,Shankhpushpi,2025-06-05T13:53:39,high,23.03,51.7,5.73,647.4,3.19,16.1,234,91,51,1.272,0.957,1.623,2.0,1.743
RAW-02679,Dhania Seeds,2025-07-04T08:40:13,low,31.57,53.5,8.08,1364.0,2.34,24.3,221,202,75,0.777,0.659,0.923,1.188,1.072
RAW-02680,Ginger Root,2025-07-17T15:16:14,high,23.09,71.6,5.78,726.6,0.51,21.4,62,70,122,1.313,1.112,1.613,1.816,1.883
